,Project.Name,Address,Transacted Price,Price (psf),Date,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,Avg area sqf,Dist_Sch_Label
116,N.A.,7 JALAN PANDAN,11500000,2463,2020-01-07,2021,Resale,11,2020,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.671905919,SIXTH AVENUE MRT STATION,0.527019644,4669.42,1
117,N.A.,7 JALAN PANDAN,11300000,2420,2020-09-02,2021,Resale,11,2020,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.671905919,SIXTH AVENUE MRT STATION,0.527019644,4669.42,1
118,SHAMROCK PARK,50 NAMLY CRESCENT,7600000,1430,2020-01-08,2016,Resale,10,2020,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.429077388,SIXTH AVENUE MRT STATION,0.548881696,5313.11,2
119,SANDY ISLAND,1 SANDY ISLAND,16800000,2044,2020-01-08,2011,Resale,4,2020,1,99-yr,1,RADIN MAS PRIMARY SCHOOL,3.957650886,HARBOURFRONT MRT STATION,3.187028476,8220.47,3
120,RAFFLES PARK,20 ORIOLE CRESCENT,15500000,1582,2020-01-13,2014,Resale,11,2020,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.566889261,SIXTH AVENUE MRT STATION,0.608888634,9795.24,1
121,N.A.,2B DUNSFOLD DRIVE,7300000,1564,2020-01-14,2021,Sub Sale,13,2020,1,Freehold,188,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.930076349,LORONG CHUAN MRT STATION,0.870441502,4668.35,1
122,HOLLAND GARDENS,75 MOONBEAM TERRACE,5800000,593,2020-01-16,2016,Resale,10,2020,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,0.209649023,DOVER MRT STATION,0.778052195,9773.71,1
123,N.A.,14 TREVOSE CRESCENT,9700000,1486,2020-01-17,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.775973692,BOTANIC GARDENS MRT STATION,0.554142605,6529.44,1
124,SELETAR HILLS ESTATE,42 JALAN KECHUBONG,3110000,708,2020-01-20,2020,Resale,28,2020,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.840507042,BUANGKOK MRT STATION,1.881998068,4391.71,1
125,N.A.,29 BENG WAN ROAD,940000,238,2020-01-20,2021,Resale,12,2020,1,99-yr,188,PEI CHUN PUBLIC SCHOOL,1.92328225,BOON KENG MRT STATION,0.647148558,3950.39,2
126,N.A.,51 HUA GUAN AVENUE,9300000,1946,2020-01-21,2021,Resale,21,2020,1,999-yr,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.997450944,KING ALBERT PARK MRT STATION,0.520985546,4779.22,1
127,N.A.,2 SEA BREEZE AVENUE,7850000,843,2020-01-21,2021,Resale,16,2020,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,1.565798579,SIMEI MRT STATION,0.720698832,9307.63,2
128,N.A.,31 HARVEY AVENUE,6550000,1183,2020-01-21,2021,Resale,16,2020,1,Freehold,188,CHONGZHENG PRIMARY SCHOOL,1.294283483,SIMEI MRT STATION,0.43687704,5538.08,2
129,N.A.,3B HARLYN ROAD,9980000,1991,2020-01-21,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.639434878,STEVENS MRT STATION,0.535923575,5012.79,1
130,N.A.,3 MERRYN ROAD,11800000,1242,2020-01-28,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.0055746,BOTANIC GARDENS MRT STATION,0.841731034,9504.61,2
131,N.A.,3 MERRYN ROAD,11400000,2577,2021-05-31,2021,New Sale,11,2021,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.0055746,BOTANIC GARDENS MRT STATION,0.841731034,4424.54,2
132,N.A.,10 SUNSET DRIVE,10300000,1061,2020-01-28,2021,Resale,21,2020,1,Freehold,188,NAN HUA PRIMARY SCHOOL,0.97645302,CLEMENTI MRT STATION,1.185409968,9706.98,1
133,N.A.,189 HAIG ROAD,8200000,927,2020-01-29,2021,Resale,15,2020,1,Freehold,188,TAO NAN SCHOOL,1.339319711,MARINE PARADE MRT STATION,0.707814275,8843.7,2
134,N.A.,27 LAKESHORE VIEW,10000000,1414,2020-01-31,2021,Resale,4,2020,1,99-yr,188,RADIN MAS PRIMARY SCHOOL,3.302320838,KEPPEL MRT STATION,2.503574517,7070.87,3
135,N.A.,11 LAKESHORE VIEW,14000000,1197,2020-01-31,2021,Resale,4,2020,1,99-yr,188,RADIN MAS PRIMARY SCHOOL,3.360110831,KEPPEL MRT STATION,2.55483416,11694.01,3
136,N.A.,16A DALVEY ESTATE,36000000,1976,2020-01-31,2021,Resale,10,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.700289835,STEVENS MRT STATION,0.445572276,18219.15,1
137,N.A.,21A MATLOCK RISE,7580000,1486,2020-02-03,2021,Resale,13,2020,1,Freehold,188,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.92695517,LORONG CHUAN MRT STATION,0.368249378,5099.98,1
138,N.A.,48 JALAN JAMBU AYER,8600000,1383,2020-02-03,2021,Resale,21,2020,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.222844686,KING ALBERT PARK MRT STATION,0.382175094,6218.36,2
139,N.A.,5 MEYER PLACE,12810000,1261,2020-02-04,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,1.33421989,KATONG PARK MRT STATION,0.141482378,10154.76,2
140,N.A.,96B CORONATION ROAD WEST,9380000,1503,2020-02-04,2021,Resale,10,2020,1,Freehold,188,NANYANG PRIMARY SCHOOL,1.080066188,HOLLAND VILLAGE MRT STATION,0.99371792,6242.04,2
141,BAN GUAN PARK,565 HOLLAND ROAD,15500000,1713,2020-02-05,2021,Resale,10,2020,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,0.882597089,KING ALBERT PARK MRT STATION,1.217947527,9050.37,1
142,SERANGOON GARDEN ESTATE,24 ALNWICK ROAD,6750000,1452,2020-02-05,2022,Resale,19,2020,1,999-yr,1,ROSYTH SCHOOL,1.137165728,LORONG CHUAN MRT STATION,1.544363045,4650.05,2
143,ONE TREE HILL COLLECTION,30 JALAN KELAWAR,15500000,3013,2020-02-06,Uncompleted,New Sale,10,2020,1,Freehold,1,ANGLO-CHINESE SCHOOL (JUNIOR),1.903268892,ORCHARD BOULEVARD MRT STATION,0.282955135,5145.19,2
144,N.A.,851 OLD HOLLAND ROAD,13380000,1307,2020-02-07,2021,Resale,10,2020,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.660182707,KING ALBERT PARK MRT STATION,0.798019117,10236.56,2
145,N.A.,357 HOLLAND ROAD,12380000,2028,2020-02-07,2021,Resale,10,2020,1,999-yr,188,HENRY PARK PRIMARY SCHOOL,0.437144083,DOVER MRT STATION,0.967072478,6103.19,1
146,SERANGOON GARDEN ESTATE,16A ST. HELIER'S AVENUE,5580000,1035,2020-02-18,2022,Resale,19,2020,1,Freehold,1,ROSYTH SCHOOL,1.282499596,SERANGOON MRT STATION,1.27400961,5391.69,2
147,N.A.,30 OEI TIONG HAM PARK,19500000,1281,2020-02-19,2021,Resale,10,2020,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.976005834,HOLLAND VILLAGE MRT STATION,0.463992209,15217.07,1
148,N.A.,16 COVE GROVE,24000000,2464,2020-02-21,2021,Resale,4,2020,1,99-yr,188,RADIN MAS PRIMARY SCHOOL,4.138232936,HARBOURFRONT MRT STATION,3.295032928,9740.34,3
149,N.A.,32 TAMARIND ROAD,6600000,1471,2020-02-24,2021,Resale,28,2020,1,Freehold,188,SENGKANG GREEN PRIMARY SCHOOL,1.524354994,YIO CHU KANG MRT STATION,2.07019419,4486.44,2
150,N.A.,29A CORNWALL GARDENS,28000000,1389,2020-02-25,2021,Resale,10,2020,1,Freehold,188,NANYANG PRIMARY SCHOOL,0.791883834,HOLLAND VILLAGE MRT STATION,0.756327862,20155.59,1
151,N.A.,21 MATLOCK RISE,7518000,1474,2020-02-26,2021,Resale,13,2020,1,Freehold,188,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.930033883,LORONG CHUAN MRT STATION,0.380320274,5098.91,1
152,CLEMENTI PARK,33 SUNSET HEIGHTS,9700000,1386,2020-02-28,2013,Resale,21,2020,1,Freehold,10,NAN HUA PRIMARY SCHOOL,1.311156564,CLEMENTI MRT STATION,1.523280601,6999.83,2
153,SWISS CLUB PARK,2 SWISS CLUB AVENUE,13000000,1472,2020-02-28,1981,Resale,11,2020,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.606781069,KING ALBERT PARK MRT STATION,0.74184276,8830.79,2
154,N.A.,25 ROBIN CLOSE,12300000,2203,2020-02-28,2021,Resale,10,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.248529957,STEVENS MRT STATION,0.22800756,5582.21,1
155,MERA GARDENS,15 ALMOND CRESCENT,3002000,381,2020-03-02,1998,Resale,23,2020,1,99-yr,1,WEST SPRING PRIMARY SCHOOL,1.857600563,CASHEW MRT STATION,0.957796014,7870.64,2
156,FRANKEL ESTATE,29 SIGLAP BANK,6700000,986,2020-03-02,2021,Resale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.727120307,KEMBANGAN MRT STATION,1.020192503,6795.31,2
157,N.A.,1C MAYFIELD AVENUE,10250000,1179,2020-03-02,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,1.510661742,TANJONG KATONG MRT STATION,0.613829984,8696.24,2
158,HOLLAND GREEN,47 HOLLAND GREEN,4200000,902,2020-03-05,2017,Resale,10,2020,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,1.062053209,KING ALBERT PARK MRT STATION,1.044627352,4658.66,2
159,N.A.,10 FOURTH STREET,8680000,1191,2020-03-09,2021,Resale,15,2020,1,Freehold,188,TAO NAN SCHOOL,1.7582645,SIGLAP MRT STATION,0.726745109,7286.15,2
160,SELETAR HILLS ESTATE,19A JALAN KECHUBONG,5850000,1043,2020-03-09,2020,Resale,28,2020,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.77530081,BUANGKOK MRT STATION,1.89310076,5611.27,1
161,N.A.,8A JALAN TEMPUA,7900000,1812,2020-03-11,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.012208959,BOTANIC GARDENS MRT STATION,0.38872915,4360.5,2
162,N.A.,9 CLUNY PARK,40000000,1964,2020-03-18,2021,Resale,10,2020,1,Freehold,188,NANYANG PRIMARY SCHOOL,0.832541744,BOTANIC GARDENS MRT STATION,0.437844436,20368.72,1
163,N.A.,51A HUA GUAN AVENUE,9000000,1884,2020-03-20,2021,Resale,21,2020,1,999-yr,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.999211524,KING ALBERT PARK MRT STATION,0.53278137,4777.06,1
164,N.A.,178 CORONATION ROAD WEST,10900000,1793,2020-03-20,2021,Resale,10,2020,1,999-yr,188,NANYANG PRIMARY SCHOOL,0.617949667,TAN KAH KEE MRT STATION,0.812386821,6080.58,1
165,BRADDELL HEIGHTS ESTATE,14A COTSWOLD CLOSE,5500000,1277,2020-03-24,2019,Resale,13,2020,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.796527676,LORONG CHUAN MRT STATION,0.591133213,4307.75,1
166,N.A.,1 MERRYN ROAD,12670000,1250,2020-03-25,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.012726532,BOTANIC GARDENS MRT STATION,0.812396102,10138.61,2
167,GERALD GARDENS,97 GERALD DRIVE,6300000,1440,2020-03-30,2020,Resale,28,2020,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.589744262,BUANGKOK MRT STATION,1.969095347,4374.49,1
168,N.A.,89A KHEAM HOCK ROAD,11600000,2137,2020-03-31,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),1.338629891,BOTANIC GARDENS MRT STATION,0.900243613,5428.29,2
169,HOLLAND GREEN,4 HOLLAND GREEN,4200000,896,2020-04-01,2017,Resale,10,2020,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,1.027906903,KING ALBERT PARK MRT STATION,1.088706675,4686.65,2
170,DUNEARN ESTATE,4 KHEAM HOCK ROAD,9380000,1419,2020-04-15,2021,Resale,11,2020,1,Freehold,1,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.874809401,BOTANIC GARDENS MRT STATION,0.462957414,6608.02,1
171,WINDSOR PARK ESTATE,53 WINDSOR PARK ROAD,21680000,1028,2020-04-17,2012,Resale,20,2020,1,Freehold,1,AI TONG SCHOOL,1.030432426,UPPER THOMSON MRT STATION,0.950217994,21092.06,2
172,THE AMBIENCE,221G PONGGOL SEVENTEENTH AVENUE,2200000,599,2020-04-24,2009,Resale,19,2020,1,999-yr,1,PUNGGOL VIEW PRIMARY SCHOOL,1.208794658,PUNGGOL COAST MRT STATION,0.733966301,3670.52,2
173,CLEMENTI PARK,33 SUNSET VIEW,8900000,1316,2020-04-24,2013,Resale,21,2020,1,Freehold,10,NAN HUA PRIMARY SCHOOL,1.056630866,CLEMENTI MRT STATION,1.204370047,6764.1,2
174,SERANGOON GARDEN ESTATE,15 BURGHLEY DRIVE,6450000,1325,2020-04-29,2022,Resale,19,2020,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.279753722,LORONG CHUAN MRT STATION,0.757298022,4868.56,2
175,N.A.,32 GENTLE ROAD,9000000,1379,2020-05-05,2021,Resale,11,2020,1,Freehold,188,ANGLO-CHINESE SCHOOL (PRIMARY),0.439275788,NOVENA MRT STATION,0.509440119,6528.37,1
176,WOOLLERTON PARK,7 WOOLLERTON PARK,19500000,1362,2020-05-06,1990,Resale,10,2020,1,Freehold,10,NANYANG PRIMARY SCHOOL,0.573354866,FARRER ROAD MRT STATION,0.177625782,14315.04,1
177,BRADDELL HEIGHTS ESTATE,21 CHILTERN DRIVE,8500000,843,2020-05-08,2019,Resale,13,2020,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.911261689,LORONG CHUAN MRT STATION,0.315722502,10081.56,1
178,N.A.,51 OEI TIONG HAM PARK,16200000,1610,2020-05-12,2021,Resale,10,2020,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.863363939,HOLLAND VILLAGE MRT STATION,0.59220817,10061.11,1
179,N.A.,37 POOLE ROAD,10000000,1314,2020-05-21,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,0.594602501,DAKOTA MRT STATION,0.391970085,7611.22,1
180,N.A.,34 BRANKSOME ROAD,11000000,2531,2021-11-26,Uncompleted,New Sale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.01358737,TANJONG KATONG MRT STATION,0.626641553,4346.5,2
181,N.A.,30A CRESCENT ROAD,9080000,1509,2020-06-09,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,0.846848731,DAKOTA MRT STATION,0.630803667,6017.08,1
182,N.A.,6 HOLLAND GROVE LANE,10500000,2434,2020-06-10,2021,Resale,10,2020,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.40935421,DOVER MRT STATION,0.447541895,4313.13,1
183,WINDSOR PARK ESTATE,76 WINDSOR PARK ROAD,21250000,1063,2020-06-16,2012,Resale,20,2020,1,Freehold,1,AI TONG SCHOOL,1.081128595,UPPER THOMSON MRT STATION,1.021860268,19986.6,2
184,EAST VIEW GARDEN,26 JALAN DEMAK,3100000,491,2020-06-22,1993,Resale,16,2020,1,99-yr,1,CHONGZHENG PRIMARY SCHOOL,1.19825922,UPPER CHANGI MRT STATION,0.375727324,6308.78,2
185,CHANGI GROVE,17 JALAN MARIAM,6500000,1040,2020-06-26,1998,Resale,17,2020,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.320130988,TAMPINES EAST MRT STATION,1.802338799,6250.65,2
186,SERANGOON GARDEN ESTATE,59 CHARTWELL DRIVE,6000000,905,2020-06-26,2022,Resale,19,2020,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.585181931,LORONG CHUAN MRT STATION,0.964884969,6630.62,2
187,FRANKEL ESTATE,12 FRANKEL AVENUE,8350000,2001,2020-06-26,2021,Resale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.40540132,KEMBANGAN MRT STATION,0.473254863,4172.13,2
188,N.A.,11 PINEWOOD GROVE,3000000,464,2020-07-02,2021,Resale,25,2020,1,99-yr,188,ADMIRALTY PRIMARY SCHOOL,2.789640027,MARSILING MRT STATION,0.746922914,6465.93,3
189,N.A.,50 OEI TIONG HAM PARK,15000000,1134,2020-07-07,2021,Resale,10,2020,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.847975882,HOLLAND VILLAGE MRT STATION,0.612043194,13226.8,1
190,DUNEARN ESTATE,98 TREVOSE CRESCENT,7800000,1717,2020-07-09,2021,Resale,11,2020,1,Freehold,1,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.881967445,STEVENS MRT STATION,0.855158046,4543.48,1
191,N.A.,25 GARLICK AVENUE,16800000,873,2020-07-17,2021,Resale,10,2020,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,1.551545399,SIXTH AVENUE MRT STATION,0.661061282,19248.18,2
192,MERA GARDENS,13 ALMOND STREET,3200000,540,2020-07-21,1998,Resale,23,2020,1,99-yr,1,WEST SPRING PRIMARY SCHOOL,2.042377352,CASHEW MRT STATION,0.92711926,5921.28,3
193,HILLVIEW GARDEN ESTATE,64A JALAN DERMAWAN,7150000,694,2020-07-21,2021,Resale,23,2020,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,1.277426045,HILLVIEW MRT STATION,0.83548638,10299.0,2
194,N.A.,3A GOODMAN ROAD,9080000,1235,2020-07-21,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,1.081995535,TANJONG KATONG MRT STATION,0.607743798,7349.66,2
195,GREEN HILL ESTATE,14 CHESTNUT AVENUE,6300000,1050,2020-07-21,2010,Resale,23,2020,1,Freehold,1,WEST SPRING PRIMARY SCHOOL,2.265352561,CASHEW MRT STATION,0.865618537,5999.85,3
196,SELETAR HILLS ESTATE,95 NERAM ROAD,10500000,1023,2020-07-24,2020,Resale,28,2020,1,999-yr,1,ROSYTH SCHOOL,1.33009642,ANG MO KIO MRT STATION,2.451258236,10259.17,2
197,FRANKEL ESTATE,16 ROSEBURN AVENUE,10300000,1763,2020-07-24,2021,Resale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.218267519,KEMBANGAN MRT STATION,0.884309553,5843.78,2
198,N.A.,555 SIXTH AVENUE,9500000,788,2020-07-24,2021,Resale,10,2020,1,999-yr,188,HENRY PARK PRIMARY SCHOOL,0.688907628,HOLLAND VILLAGE MRT STATION,1.168791699,12055.68,1
199,N.A.,5A LYNWOOD GROVE,6450000,1345,2020-07-27,2021,Resale,13,2020,1,Freehold,188,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.958405639,LORONG CHUAN MRT STATION,0.717267136,4795.36,1
200,CAPITOL PARK,96 JALAN BAHASA,10120000,1825,2020-07-27,2011,Resale,11,2020,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.364066924,BOTANIC GARDENS MRT STATION,0.828634114,5544.54,2
201,SELETAR HILLS ESTATE,35 NIM GREEN,7770000,1164,2020-07-28,2020,Resale,28,2020,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.539601466,ANG MO KIO MRT STATION,2.282988388,6672.6,2
202,THE RIVERINA,33 RIVERINA CRESCENT,2320000,515,2020-07-28,2000,Resale,18,2020,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,2.13651315,PASIR RIS MRT STATION,0.904369629,4509.04,3
203,GOODLUCK GARDEN,28 TOH TUCK ROAD,6100000,940,2020-07-29,1984,Resale,21,2020,1,Freehold,9,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.787413121,BEAUTY WORLD MRT STATION,0.679854095,6491.77,1
204,SERANGOON GARDEN ESTATE,50 BURGHLEY DRIVE,5550000,1077,2020-07-30,2022,Resale,19,2020,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.320458062,LORONG CHUAN MRT STATION,0.981509596,5151.65,2
205,N.A.,105 WATTEN ESTATE ROAD,11550000,2661,2020-07-30,2021,Resale,11,2020,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.501932975,TAN KAH KEE MRT STATION,0.699520515,4341.12,1
206,N.A.,6 HAIG LANE,5350000,1104,2020-08-03,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,1.167504263,MARINE PARADE MRT STATION,0.981545964,4845.95,2
207,VENTURA HEIGHTS,69 JALAN LIM TAI SEE,3660000,532,2020-08-03,2011,Resale,10,2020,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,0.964786299,HOLLAND VILLAGE MRT STATION,1.171780035,6878.2,1
208,BRADDELL HEIGHTS ESTATE,17 CHILTERN DRIVE,17000000,821,2020-08-03,2019,Resale,13,2020,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.872346158,LORONG CHUAN MRT STATION,0.317503941,20715.32,1
209,CLEMENTI PARK,12 SUNSET WALK,10000000,953,2020-08-04,2013,Resale,21,2020,1,Freehold,10,NAN HUA PRIMARY SCHOOL,1.007939429,CLEMENTI MRT STATION,1.114425803,10498.13,2
210,BRADDELL HEIGHTS ESTATE,35 CHILTERN DRIVE,6750000,1204,2020-08-04,2019,Resale,13,2020,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.034001327,LORONG CHUAN MRT STATION,0.263862602,5608.04,2
211,N.A.,48 JALAN HAJI ALIAS,11300000,1157,2020-08-04,2021,Resale,10,2020,1,Freehold,188,NANYANG PRIMARY SCHOOL,1.34339136,SIXTH AVENUE MRT STATION,0.820395774,9768.33,2
212,N.A.,277 WAK HASSAN DRIVE,4480000,827,2020-08-04,2021,Resale,27,2020,1,99-yr,188,WELLINGTON PRIMARY SCHOOL,2.26643335,CANBERRA MRT STATION,2.287960238,5419.67,3
213,N.A.,16D CHATSWORTH ROAD,28000000,1867,2020-08-04,2021,Resale,10,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),2.459871979,ORCHARD BOULEVARD MRT STATION,0.574235915,14998.56,3
214,N.A.,30 CABLE ROAD,18900000,1456,2020-08-06,2021,Resale,10,2020,1,Freehold,188,RADIN MAS PRIMARY SCHOOL,2.210725673,ORCHARD BOULEVARD MRT STATION,0.826706832,12980.31,3
215,PARADISE ISLAND,20 PARADISE ISLAND,10550000,1291,2020-08-06,2009,Resale,4,2020,1,99-yr,1,RADIN MAS PRIMARY SCHOOL,3.581151516,PRINCE EDWARD MRT STATION,2.648625641,8169.88,3
216,N.A.,52A MERRYN ROAD,8028000,1739,2020-08-07,2021,Resale,11,2020,1,Freehold,188,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),0.679609204,STEVENS MRT STATION,0.693251712,4616.68,1
217,FRANKEL ESTATE,18 ROSEBURN AVENUE,10500000,1792,2020-08-11,2021,Resale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.228988932,KEMBANGAN MRT STATION,0.887136415,5857.77,2
218,MERA GARDENS,21 ALMOND STREET,4500000,760,2020-08-11,1998,Resale,23,2020,1,99-yr,1,WEST SPRING PRIMARY SCHOOL,2.126351025,CASHEW MRT STATION,0.948051606,5920.2,3
219,N.A.,6A HOLLAND GROVE LANE,10180000,2430,2020-08-12,2021,Resale,10,2020,1,Freehold,188,HENRY PARK PRIMARY SCHOOL,0.41968029,DOVER MRT STATION,0.437322854,4189.35,1
220,N.A.,5B AVON ROAD,8000000,1454,2020-08-12,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,0.635651587,DAKOTA MRT STATION,0.348798019,5501.48,1
221,WINDSOR PARK ESTATE,16 TORONTO ROAD,9500000,1071,2020-08-13,2012,Resale,20,2020,1,Freehold,1,AI TONG SCHOOL,0.910457107,UPPER THOMSON MRT STATION,0.744142825,8866.31,1
222,FRANKEL ESTATE,5 BOWMONT GARDENS,7070000,1334,2020-08-13,2021,Resale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.293474552,MARINE TERRACE MRT STATION,0.902240515,5301.27,2
223,N.A.,5 LORONG SALLEH,6250000,995,2020-08-14,2021,Resale,14,2020,1,Freehold,188,MAHA BODHI SCHOOL,0.768083036,EUNOS MRT STATION,0.603084423,6281.87,1
224,N.A.,133 COVE DRIVE,22800000,2863,2020-08-14,2021,Resale,4,2020,1,99-yr,188,RADIN MAS PRIMARY SCHOOL,4.128592838,HARBOURFRONT MRT STATION,3.211667792,7963.21,3
225,N.A.,104 WILKINSON ROAD,12375000,1714,2020-08-17,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,0.92945824,KATONG PARK MRT STATION,0.546242184,7220.49,1
226,N.A.,56B WILKINSON ROAD,9750000,1860,2020-08-17,2021,Resale,15,2020,1,Freehold,188,KONG HWA SCHOOL,0.932424397,DAKOTA MRT STATION,0.649423301,5242.07,1
227,ASHLEY GREEN,32 BUKIT SEDAP ROAD,18000000,1156,2020-08-18,1995,Resale,10,2020,1,999-yr,1,HENRY PARK PRIMARY SCHOOL,0.504468034,DOVER MRT STATION,1.243991246,15566.9,1
228,N.A.,25 GALLOP PARK,35000000,1273,2020-08-19,2021,Resale,10,2020,1,Freehold,188,NANYANG PRIMARY SCHOOL,0.759721896,FARRER ROAD MRT STATION,0.531691055,27491.26,1
229,SELETAR GARDEN,27 CACTUS CRESCENT,10000000,806,2020-08-20,2018,Resale,28,2020,1,Freehold,1,SENGKANG GREEN PRIMARY SCHOOL,2.490364309,YIO CHU KANG MRT STATION,1.361688136,12410.89,3
230,N.A.,12 LAKESHORE VIEW,15450000,1518,2020-08-24,2021,Resale,4,2020,1,99-yr,188,RADIN MAS PRIMARY SCHOOL,3.340277071,KEPPEL MRT STATION,2.526408799,10180.59,3
231,FRANKEL ESTATE,36 SIGLAP HILL,6500000,1320,2020-08-25,2021,Resale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.830657486,KEMBANGAN MRT STATION,0.709623728,4924.53,2
232,SELETAR HILLS ESTATE,6 NIM DRIVE,6880000,1401,2020-08-26,2020,Resale,28,2020,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,1.339552967,YIO CHU KANG MRT STATION,2.474487778,4909.46,2
233,FRANKEL ESTATE,21 SIGLAP RISE,7115000,1736,2020-08-26,2021,Resale,15,2020,1,Freehold,1,TAO NAN SCHOOL,1.685529292,KEMBANGAN MRT STATION,0.875535553,4098.93,2
234,N.A.,15 MOUNT ROSIE ROAD,38380000,1304,2020-08-27,2021,Resale,11,2020,1,Freehold,188,ANGLO-CHINESE SCHOOL (PRIMARY),0.461757167,MOUNT PLEASANT MRT STATION,0.666467996,29430.93,1
235,LUXUS HILLS,2 SELETAR GREEN AVENUE,6880000,1129,2020-08-28,2020,Resale,28,2020,1,999-yr,1,ROSYTH SCHOOL,0.97957545,BUANGKOK MRT STATION,2.204072033,6095.65,1
