Project.Name,Address,Transacted Price,Price (psf),Date,Property.Type,Completion Year,Type.of.Sale,Postal.District,year,Level,TenureType_Ind,maxLevel,Nearest Sch,Distance_Sch,Nearest Stn,Distance_Stn,ENBLOC,Avg area sqf,Dist_Sch_Label
N.A.,32 LAKESHORE VIEW,21000000,2407,19/7/2021,Detached House,2021,Resale,4,2021,1,99-yr,188,RADIN MAS PRIMARY SCHOOL,3.199772204,KEPPEL MRT STATION,2.401853316,0,8724.22,3
N.A.,7 JALAN MACHANG,2100000,1000,19/7/2021,Semi-Detached House,2021,Resale,27,2021,1,Freehold,188,WELLINGTON PRIMARY SCHOOL,1.61498046,CANBERRA MRT STATION,1.666842846,0,2098.98,2
N.A.,250 WOLSKEL ROAD,3860000,1509,19/7/2021,Terrace House,2021,Resale,13,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.309588311,LORONG CHUAN MRT STATION,0.635215913,0,2557.53,2
FRANKEL ESTATE,1 WILTON GARDENS,3580000,2014,19/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.311697394,MARINE TERRACE MRT STATION,0.949638152,0,1777.14,2
N.A.,2 GARDENIA ROAD,4580000,2082,19/7/2021,Terrace House,2021,Resale,20,2021,1,Freehold,188,AI TONG SCHOOL,0.647579893,UPPER THOMSON MRT STATION,0.362561754,0,2200.16,1
KENT RIDGE HILL RESIDENCES,54C SOUTH BUONA VISTA ROAD,2933000,1603,20/7/2021,Terrace House,Uncompleted,New Sale,5,2021,1,99-yr,5,FAIRFIELD METHODIST SCHOOL (PRIMARY),2.304708154,PASIR PANJANG MRT STATION,0.466243091,0,1829.88,3
PARKWOOD COLLECTION,69 LORONG 1 REALTY PARK,3550000,787,21/7/2021,Semi-Detached House,Uncompleted,New Sale,19,2021,1,99-yr,1,HOLY INNOCENTS' PRIMARY SCHOOL,0.364258675,HOUGANG MRT STATION,0.542615722,0,4510.12,1
THOMSON HILLS ESTATE,67 THOMSON GREEN,4850000,1179,21/7/2021,Semi-Detached House,2019,Resale,20,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.595321927,LENTOR MRT STATION,0.749806796,0,4114,1
TOH ESTATE,38 TOH CLOSE,3838000,1339,21/7/2021,Semi-Detached House,2019,Resale,17,2021,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.280072058,TAMPINES EAST MRT STATION,1.949672434,0,2865.38,2
WATTEN RESIDENCES,28H WATTEN RISE,3600000,1157,21/7/2021,Terrace House,2011,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.249712746,TAN KAH KEE MRT STATION,0.284558251,0,3110.8,1
N.A.,59 RICHARDS PLACE,3080000,1354,21/7/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,XINMIN PRIMARY SCHOOL,1.033960086,KOVAN MRT STATION,0.621827936,0,2275.51,2
FUDU PARK,5 FUDU PARK,3000000,1603,21/7/2021,Terrace House,2000,Resale,26,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.776005943,LENTOR MRT STATION,0.455092153,0,1871.86,2
BEDOKVILLE,54 JALAN LIMAU MANIS,3950000,1131,21/7/2021,Semi-Detached House,2020,Resale,16,2021,1,999-yr,1,TEMASEK PRIMARY SCHOOL,0.782028303,TANAH MERAH MRT STATION,0.425578946,0,3492.92,1
ENG AUN PARK,11 JALAN NOVENA UTARA,5500000,1994,21/7/2021,Semi-Detached House,,Resale,11,2021,1,Freehold,1,SAINT JOSEPH'S INSTITUTION JUNIOR,0.754318934,NOVENA MRT STATION,0.396663507,0,2758.81,1
N.A.,10A EAST COAST DRIVE,4920000,1929,21/7/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.341797899,SIGLAP MRT STATION,0.838074579,0,2551.07,2
N.A.,136C EVERITT ROAD,2680000,1521,21/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.034705779,MARINE PARADE MRT STATION,0.842025297,0,1762.07,2
THE RIVERINA,26 RIVERINA CRESCENT,2080000,966,21/7/2021,Terrace House,2000,Resale,18,2021,1,99-yr,1,PASIR RIS PRIMARY SCHOOL,2.081849737,PASIR RIS MRT STATION,0.832750518,0,2152.8,3
SELETAR HILLS ESTATE,71 JALAN REDOP,3380000,964,21/7/2021,Semi-Detached House,2020,Resale,28,2021,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.850012861,BUANGKOK MRT STATION,2.546384919,0,3506.91,1
PAVILION PARK,315 PAVILION CIRCLE,3300000,1697,21/7/2021,Terrace House,2014,Resale,23,2021,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.661356024,BUKIT GOMBAK MRT STATION,1.238275408,0,1945.05,1
WOODGROVE ESTATE,20 CEDARWOOD GROVE,1760000,893,21/7/2021,Terrace House,1997,Resale,25,2021,1,99-yr,1,ADMIRALTY PRIMARY SCHOOL,2.854870977,MARSILING MRT STATION,0.644644729,0,1969.81,3
SERANGOON GARDEN ESTATE,20 BERWICK DRIVE,5280000,1995,21/7/2021,Semi-Detached House,2022,New Sale,19,2021,1,999-yr,1,ROSYTH SCHOOL,1.787895644,ANG MO KIO MRT STATION,1.416590887,0,2646.87,2
N.A.,35 POH HUAT ROAD,2730000,1609,22/7/2021,Terrace House,2021,Resale,19,2021,1,999-yr,188,XINMIN PRIMARY SCHOOL,0.567668089,KOVAN MRT STATION,0.764067881,0,1696.41,1
WEST COAST GARDENS,50 WEST COAST RISE,5120000,1459,22/7/2021,Semi-Detached House,2006,Resale,5,2021,1,999-yr,4,NAN HUA PRIMARY SCHOOL,0.837274947,CLEMENTI MRT STATION,1.213591665,0,3510.14,1
N.A.,16A WOO MON CHEW ROAD,4505168,1920,22/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.818203234,SIGLAP MRT STATION,0.534164511,0,2346.55,2
N.A.,25 MATLOCK RISE,8000000,1585,22/7/2021,Detached House,2021,Resale,13,2021,1,Freehold,188,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.918422186,LORONG CHUAN MRT STATION,0.345275972,0,5046.16,1
N.A.,21 JALAN KESOMA,3300000,1747,22/7/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.447963206,BARTLEY MRT STATION,0.392825593,0,1889.08,1
N.A.,45 LICHI AVENUE,3510000,2061,22/7/2021,Terrace House,2021,Resale,13,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.953820543,POTONG PASIR MRT STATION,0.946854425,0,1702.86,1
JC VILLE,199G JOO CHIAT PLACE,2000000,1133,22/7/2021,Terrace House,1989,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.242965103,EUNOS MRT STATION,0.629362001,0,1765.3,2
CHATEAU LA SALLE,36D LA SALLE STREET,3750000,781,22/7/2021,Detached House,2011,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.844609281,KEMBANGAN MRT STATION,0.812181274,0,4800.74,2
AFFINITY AT SERANGOON,14A SERANGOON NORTH AVENUE 1,2586000,1123,22/7/2021,Terrace House,Uncompleted,New Sale,19,2021,1,99-yr,14,ROSYTH SCHOOL,0.833404224,KOVAN MRT STATION,1.489399745,0,2303.5,1
SPRINGLEAF GARDEN,14 SPRINGLEAF LANE,4500000,982,22/7/2021,Semi-Detached House,1997,Resale,26,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,2.916174128,SPRINGLEAF MRT STATION,0.410784429,0,4583.31,3
THE TENERIFFE,294 LAUREL WOOD AVENUE,2700000,871,22/7/2021,Terrace House,2003,Resale,10,2021,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,1.317790262,SIXTH AVENUE MRT STATION,0.840620262,0,3100.03,2
THE TENERIFFE,202 LAUREL WOOD AVENUE,2660000,832,22/7/2021,Terrace House,2003,Resale,10,2021,1,99-yr,1,HENRY PARK PRIMARY SCHOOL,1.381171283,SIXTH AVENUE MRT STATION,0.83910023,0,3196.91,2
VERDANA VILLAS,103 GRACE WALK,3050000,662,22/7/2021,Semi-Detached House,2013,Resale,19,2021,1,Freehold,1,ROSYTH SCHOOL,1.729007363,LORONG CHUAN MRT STATION,0.932595061,0,4606.99,2
KING'S GARDEN,63 KING'S ROAD,5950000,1742,22/7/2021,Semi-Detached House,2015,Resale,10,2021,1,Freehold,1,NANYANG PRIMARY SCHOOL,0.237966425,FARRER ROAD MRT STATION,0.198056056,0,3416.49,1
CENTURY WOODS,23 WOODGROVE WALK,2230000,1036,22/7/2021,Terrace House,2001,Resale,25,2021,1,99-yr,1,ADMIRALTY PRIMARY SCHOOL,3.114257365,MARSILING MRT STATION,0.6515741,0,2152.8,3
N.A.,7 TAMAN BEDOK,3080000,1426,22/7/2021,Terrace House,2021,Resale,16,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.163710343,SUNGEI BEDOK MRT STATION,0.623049931,0,2160.33,2
PHOENIX HEIGHTS,38 PHOENIX GARDEN,2320000,1288,23/7/2021,Terrace House,1980,Resale,23,2021,1,Freehold,1,SOUTH VIEW PRIMARY SCHOOL,1.563352109,BUKIT PANJANG MRT STATION,0.355464186,0,1800.82,2
N.A.,141 UPPER EAST COAST ROAD,5800000,1962,23/7/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.717433643,SIGLAP MRT STATION,0.453849594,0,2956.87,2
N.A.,6 SECOND AVENUE,30000000,2045,23/7/2021,Detached House,2021,Resale,10,2021,1,Freehold,188,RAFFLES GIRLS' PRIMARY SCHOOL,0.812348211,SIXTH AVENUE MRT STATION,0.264044326,0,14667.03,1
N.A.,5 LYNWOOD GROVE,6988888,1477,23/7/2021,Detached House,2021,Resale,13,2021,1,Freehold,188,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.965235089,LORONG CHUAN MRT STATION,0.730904988,0,4730.78,1
RAFFLES PARK,10 CASSIA DRIVE,19380000,1963,23/7/2021,Detached House,2014,Resale,11,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.502824391,SIXTH AVENUE MRT STATION,0.799038705,0,9874.89,1
N.A.,51 CHESTNUT DRIVE,23700000,1285,23/7/2021,Detached House,2021,Resale,23,2021,1,999-yr,188,WEST SPRING PRIMARY SCHOOL,2.221567786,CASHEW MRT STATION,0.444002911,0,18441.96,3
SELETAR HILLS ESTATE,52 SELETAR HILLS DRIVE,4468000,1103,23/7/2021,Semi-Detached House,2020,Resale,28,2021,1,999-yr,1,SENGKANG GREEN PRIMARY SCHOOL,0.819180541,BUANGKOK MRT STATION,2.04716502,0,4051.57,1
CASA SERENO,28 LENGKONG TUJOH,3300000,1056,23/7/2021,Terrace House,1990,Resale,14,2021,1,Freehold,1,MAHA BODHI SCHOOL,1.525009059,BEDOK NORTH MRT STATION,0.73984554,0,3125.87,2
MACPHERSON GARDEN ESTATE,18 JALAN KEMAJUAN,2160000,2095,23/7/2021,Terrace House,2020,Resale,13,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,1.09869299,MATTAR MRT STATION,0.692191809,0,1031.19,2
SEMBAWANG SPRINGS ESTATE,69 JALAN KEMUNING,3450000,857,23/7/2021,Semi-Detached House,2021,Resale,27,2021,1,999-yr,1,WELLINGTON PRIMARY SCHOOL,1.233273719,CANBERRA MRT STATION,0.387530203,0,4026.81,2
N.A.,29 KEW HEIGHTS,2350000,979,23/7/2021,Semi-Detached House,2021,Resale,16,2021,1,99-yr,188,TEMASEK PRIMARY SCHOOL,0.510427702,BEDOK SOUTH MRT STATION,0.320064814,0,2401.45,1
HEETON CLASSIC,38 THONG SOON GREEN,3700000,1096,23/7/2021,Terrace House,1994,Resale,26,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,3.230911421,SPRINGLEAF MRT STATION,0.32321269,0,3374.51,3
OPERA ESTATE,4 TAMAN SIGLAP,3760000,1283,23/7/2021,Semi-Detached House,2022,Resale,15,2021,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.956566312,KEMBANGAN MRT STATION,0.873226723,0,2931.04,2
EASTREES,3F EAST COAST DRIVE,3700000,855,23/7/2021,Terrace House,2015,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.272488885,MARINE TERRACE MRT STATION,0.855140624,0,4327.13,2
BRADDELL HEIGHTS ESTATE,10 MUSWELL HILL,7700000,1662,23/7/2021,Detached House,2019,Resale,13,2021,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.891863491,LORONG CHUAN MRT STATION,0.809685907,0,4632.83,1
HAUS@SERANGOON GARDEN,1 SERANGOON GARDEN TERRACE,2930000,1344,23/7/2021,Terrace House,2016,Resale,19,2021,1,99-yr,1,ROSYTH SCHOOL,1.764032162,ANG MO KIO MRT STATION,1.332645884,0,2179.71,2
WESTVILLE,179 WESTWOOD CRESCENT,1620000,752,23/7/2021,Terrace House,1998,Resale,22,2021,1,99-yr,1,WESTWOOD PRIMARY SCHOOL,0.701940371,PIONEER MRT STATION,1.750897375,0,2154.95,1
N.A.,13 HIGHLAND CLOSE,3860000,1833,23/7/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.217116621,KOVAN MRT STATION,0.693549349,0,2105.44,2
BARTLEY RISE ESTATE,16 JALAN LABU AYER,2480000,1309,23/7/2021,Terrace House,1972,Resale,19,2021,1,Freehold,1,MARIS STELLA HIGH SCHOOL,0.494541736,SERANGOON MRT STATION,0.619162968,0,1894.46,1
SPRINGLEAF GARDEN,41 SPRINGLEAF RISE,4528000,1135,23/7/2021,Semi-Detached House,1997,Resale,26,2021,1,Freehold,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,3.033145603,SPRINGLEAF MRT STATION,0.611328766,0,3989.14,3
PARKWOOD COLLECTION,97 LORONG 1 REALTY PARK,3181000,716,24/7/2021,Semi-Detached House,Uncompleted,New Sale,19,2021,1,99-yr,1,HOLY INNOCENTS' PRIMARY SCHOOL,0.435218413,HOUGANG MRT STATION,0.517829623,0,4445.53,1
NORMANTON PARK,19 NORMANTON PARK,3150000,1493,25/7/2021,Terrace House,Uncompleted,New Sale,5,2021,1,99-yr,24,FAIRFIELD METHODIST SCHOOL (PRIMARY),1.735308963,KENT RIDGE MRT STATION,1.184984899,0,2109.74,2
PASIR RIS BEACH PARK,26 PASIR RIS WAY,7300000,768,26/7/2021,Detached House,2019,Resale,18,2021,1,999-yr,1,PASIR RIS PRIMARY SCHOOL,2.107603446,PASIR RIS MRT STATION,1.001626156,0,9501.38,3
LUXUS HILLS,1 SELETAR GREEN WALK,3950000,1830,26/7/2021,Terrace House,2020,Resale,28,2021,1,999-yr,1,ROSYTH SCHOOL,0.83340792,BUANGKOK MRT STATION,2.171681548,0,2158.18,1
THE SHAUGHNESSY,414 MILTONIA CLOSE,1818000,554,26/7/2021,Terrace House,2006,Resale,27,2021,1,99-yr,1,NORTHLAND PRIMARY SCHOOL,0.858377149,KHATIB MRT STATION,1.585221497,0,3283.02,1
HENRY PARK,1 MOUNT SINAI ROAD,8238000,1509,26/7/2021,Semi-Detached House,2013,Resale,10,2021,1,999-yr,1,HENRY PARK PRIMARY SCHOOL,0.132025454,DOVER MRT STATION,0.724901544,0,5459.5,1
LILAC PARK,36 LILAC DRIVE,4438800,1414,26/7/2021,Terrace House,2015,Resale,28,2021,1,Freehold,1,ROSYTH SCHOOL,1.847041956,YIO CHU KANG MRT STATION,1.762968317,0,3139.86,2
KEW VALE,17T LIMAU GARDEN,2820000,996,26/7/2021,Semi-Detached House,1996,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,0.501588234,BEDOK SOUTH MRT STATION,0.588074144,0,2830.93,1
N.A.,12 HOW SUN ROAD,2310000,1826,26/7/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,0.473854262,BARTLEY MRT STATION,0.29873705,0,1264.77,1
N.A.,8 JALAN SELAMAT,6380000,1276,26/7/2021,Detached House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.803779038,KEMBANGAN MRT STATION,0.370162057,0,4999.88,2
N.A.,9 JALAN TANAH PUTEH,4650000,1407,26/7/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.770732764,SIGLAP MRT STATION,0.585719232,0,3305.62,2
N.A.,62 JOO CHIAT AVENUE,3038000,1828,26/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.161650898,KEMBANGAN MRT STATION,0.593840493,0,1661.96,2
N.A.,36 CEYLON ROAD,5680000,1527,26/7/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.007328181,MARINE PARADE MRT STATION,0.48604163,0,3718.96,2
CHENG SOON GARDEN,11 CHENG SOON CRESCENT,4630000,1159,26/7/2021,Semi-Detached House,1991,Resale,21,2021,1,Freehold,1,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.497754619,BEAUTY WORLD MRT STATION,0.699123533,0,3993.44,1
OPERA ESTATE,19 ERNANI STREET,3788000,2368,26/7/2021,Terrace House,2022,Resale,15,2021,1,Freehold,1,YU NENG PRIMARY SCHOOL,1.717814788,BEDOK MRT STATION,0.658371683,0,1599.53,2
TOH ESTATE,11A TOH CRESCENT,3800000,722,26/7/2021,Detached House,2019,Resale,17,2021,1,Freehold,1,PASIR RIS PRIMARY SCHOOL,1.47010114,CHANGI AIRPORT MRT STATION,1.824082745,0,5264.67,2
PAVILION PARK,3 PAVILION GROVE,3430000,1593,26/7/2021,Semi-Detached House,2014,Resale,23,2021,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.859294927,BUKIT PANJANG MRT STATION,1.305748466,0,2152.8,1
SERANGOON GARDEN ESTATE,64 BURGHLEY DRIVE,4820000,1718,26/7/2021,Semi-Detached House,2022,Resale,19,2021,1,999-yr,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.364339273,LORONG CHUAN MRT STATION,1.092336183,0,2806.17,2
KING'S 8,3F KING'S ROAD,4900000,958,26/7/2021,Detached House,2010,Resale,10,2021,1,Freehold,1,NANYANG PRIMARY SCHOOL,0.519667793,BOTANIC GARDENS MRT STATION,0.460960475,0,5112.9,1
D'MANOR,69 TANAH MERAH KECHIL AVENUE,1900000,698,26/7/2021,Terrace House,2000,Resale,16,2021,1,99-yr,1,RED SWASTIKA SCHOOL,1.332674799,TANAH MERAH MRT STATION,0.419922197,0,2723.29,2
BEECHWOOD TERRACE,28 BEECHWOOD GROVE,2300000,1079,26/7/2021,Terrace House,1997,Resale,25,2021,1,99-yr,1,ADMIRALTY PRIMARY SCHOOL,3.019602872,MARSILING MRT STATION,0.774488011,0,2131.27,3
THE CLEMENTVALE,54 MAS KUNING TERRACE,2000000,995,26/7/2021,Terrace House,2001,Resale,5,2021,1,99-yr,1,NAN HUA PRIMARY SCHOOL,1.365822322,CLEMENTI MRT STATION,0.901926118,0,2010.72,2
FRANKEL ESTATE,24 BURNFOOT TERRACE,3005000,1764,26/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.398478296,SIGLAP MRT STATION,0.925799523,0,1703.94,2
EDEN PARK,3 REDWOOD AVENUE,12518000,2396,27/7/2021,Detached House,2000,Resale,10,2021,1,Freehold,1,RAFFLES GIRLS' PRIMARY SCHOOL,1.616519524,SIXTH AVENUE MRT STATION,0.583146608,0,5224.85,2
N.A.,37A LORONG MYDIN,7460000,1609,27/7/2021,Detached House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.36546891,KEMBANGAN MRT STATION,0.210769029,0,4637.13,2
N.A.,32 NALLUR ROAD,2800000,1705,27/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TEMASEK PRIMARY SCHOOL,1.662437297,SIGLAP MRT STATION,0.281381234,0,1642.59,2
N.A.,8 JALAN AMPANG,5250000,2416,27/7/2021,Semi-Detached House,2021,Resale,10,2021,1,Freehold,188,NANYANG PRIMARY SCHOOL,1.264999593,SIXTH AVENUE MRT STATION,1.013465787,0,2173.25,2
PARKWOOD COLLECTION,57 LORONG 1 REALTY PARK,3510000,778,27/7/2021,Semi-Detached House,Uncompleted,New Sale,19,2021,1,99-yr,1,HOLY INNOCENTS' PRIMARY SCHOOL,0.328017862,HOUGANG MRT STATION,0.548016593,0,4510.12,1
THE SPRINGFIELD,53 CHEMPAKA KUNING LINK,1670000,712,27/7/2021,Terrace House,1999,Resale,16,2021,1,99-yr,1,TEMASEK PRIMARY SCHOOL,1.687827327,TANAH MERAH MRT STATION,0.69595501,0,2346.55,2
KIMNAN PARK,21 LORONG KEMBANGAN,2250000,1294,27/7/2021,Terrace House,2002,Resale,14,2021,1,Freehold,1,MAHA BODHI SCHOOL,1.438987404,KEMBANGAN MRT STATION,0.561313934,0,1739.46,2
SILAHIS VILLE,67D LORONG MELAYU,2650000,1693,27/7/2021,Terrace House,1983,Resale,14,2021,1,Freehold,1,MAHA BODHI SCHOOL,1.069627115,KEMBANGAN MRT STATION,0.464840902,0,1565.09,2
N.A.,30 PAYA LEBAR CRESCENT,2350000,1473,27/7/2021,Terrace House,2021,Resale,19,2021,1,Freehold,188,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.330349686,BARTLEY MRT STATION,0.79158664,0,1595.22,1
CHARLTON PARK,11 SURIN AVENUE,5380000,862,27/7/2021,Terrace House,1985,Resale,19,2021,1,Freehold,1,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),0.814279739,KOVAN MRT STATION,0.791074697,0,6244.2,1
THE GREENWOOD,213 GREENWOOD AVENUE,3040000,1005,27/7/2021,Terrace House,2011,Resale,11,2021,1,99-yr,1,RAFFLES GIRLS' PRIMARY SCHOOL,0.941928205,SIXTH AVENUE MRT STATION,1.237240299,0,3024.68,1
N.A.,21 ANGSANA AVENUE,4250000,1668,28/7/2021,Terrace House,2021,Resale,13,2021,1,Freehold,188,MARIS STELLA HIGH SCHOOL,1.276387759,POTONG PASIR MRT STATION,0.602549035,0,2547.84,2
ST NICHOLAS VIEW,10 ST. NICHOLAS VIEW,1838000,1015,28/7/2021,Terrace House,1999,Resale,20,2021,1,99-yr,1,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,0.224164003,MAYFLOWER MRT STATION,0.434677237,0,1811.58,1
CLOVER PARK,17 CLOVER RISE,3100000,1720,28/7/2021,Terrace House,2020,Resale,20,2021,1,Freehold,1,CATHOLIC HIGH SCHOOL,0.648115959,MARYMOUNT MRT STATION,0.441789485,0,1801.89,1
BRADDELL HEIGHTS ESTATE,7A DUNSFOLD DRIVE,7600000,1366,28/7/2021,Detached House,2019,Resale,13,2021,1,Freehold,1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.838599544,LORONG CHUAN MRT STATION,0.846897609,0,5562.84,1
N.A.,40 GREENBANK PARK,4850000,1170,28/7/2021,Semi-Detached House,2021,Resale,21,2021,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.832633713,KING ALBERT PARK MRT STATION,1.515809529,0,4145.22,2
N.A.,20 KEW WALK,2360000,983,28/7/2021,Semi-Detached House,2021,Resale,16,2021,1,99-yr,188,TEMASEK PRIMARY SCHOOL,0.471088677,BEDOK SOUTH MRT STATION,0.353218174,0,2401.45,1
N.A.,46C LORONG MARZUKI,3650000,1487,28/7/2021,Terrace House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.137670121,KEMBANGAN MRT STATION,0.400403251,0,2454.19,2
N.A.,30 MOONBEAM WALK,4200000,1344,28/7/2021,Semi-Detached House,2021,Resale,10,2021,1,99-yr,188,HENRY PARK PRIMARY SCHOOL,0.424978093,DOVER MRT STATION,0.78444344,0,3124.79,1
THE SHAUGHNESSY,500 MILTONIA CLOSE,1800000,548,28/7/2021,Terrace House,2006,Resale,27,2021,1,99-yr,1,NORTHLAND PRIMARY SCHOOL,0.783848861,KHATIB MRT STATION,1.471725432,0,3283.02,1
FRANKEL ESTATE,22A COLDSTREAM AVENUE,6880000,1513,28/7/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,1,TAO NAN SCHOOL,1.092899759,MARINE TERRACE MRT STATION,0.703607314,0,4547.79,2
N.A.,191 JOO CHIAT PLACE,4150000,2685,28/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,1.243501519,EUNOS MRT STATION,0.640050867,0,1545.71,2
N.A.,11B JALAN ARIF,4780000,1089,28/7/2021,Semi-Detached House,2021,Resale,19,2021,1,999-yr,188,XINMIN PRIMARY SCHOOL,0.470773561,KOVAN MRT STATION,0.793756295,0,4389.56,1
PAVILION PARK,147 PAVILION CIRCLE,3500000,1934,29/7/2021,Terrace House,2014,Resale,23,2021,1,Freehold,1,SAINT ANTHONY'S PRIMARY SCHOOL,0.86798929,CASHEW MRT STATION,1.254467687,0,1809.43,1
N.A.,247 TEMBELING ROAD,4430000,1588,29/7/2021,Terrace House,2021,Resale,15,2021,1,Freehold,188,TAO NAN SCHOOL,0.750946324,MARINE PARADE MRT STATION,0.546030195,0,2790.03,1
N.A.,3 WALTON ROAD,16300000,1879,29/7/2021,Detached House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.371567321,TANJONG KATONG MRT STATION,0.443689864,0,8672.55,2
CLEMENTI GREEN,39 CLEMENTI CRESCENT,5500000,1155,29/7/2021,Semi-Detached House,1978,Resale,21,2021,1,Freehold,1,HENRY PARK PRIMARY SCHOOL,1.372598454,CLEMENTI MRT STATION,1.246140311,0,4761.99,2
HARVEY VIEW,23 HARVEY CRESCENT,2728900,1619,29/7/2021,Terrace House,1991,Resale,16,2021,1,Freehold,1,CHONGZHENG PRIMARY SCHOOL,1.140632377,SIMEI MRT STATION,0.292244869,0,1685.64,2
N.A.,14 KISMIS PLACE,5100000,1799,29/7/2021,Terrace House,2021,Resale,21,2021,1,Freehold,188,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.23300283,BEAUTY WORLD MRT STATION,1.313867062,0,2834.16,2
N.A.,37 LORONG MYDIN,7600000,1587,29/7/2021,Detached House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.37478017,KEMBANGAN MRT STATION,0.208885593,0,4787.83,2
SARINA TERRACE,8A LORONG SARINA,3950000,2213,29/7/2021,Terrace House,1990,Resale,14,2021,1,Freehold,1,MAHA BODHI SCHOOL,1.287783508,EUNOS MRT STATION,0.538978695,0,1784.67,2
N.A.,71 LORONG MYDIN,4600000,1203,29/7/2021,Semi-Detached House,2021,Resale,14,2021,1,Freehold,188,MAHA BODHI SCHOOL,1.218167705,KEMBANGAN MRT STATION,0.315072267,0,3822.3,2
N.A.,19A BO SENG AVENUE,5480000,2519,29/7/2021,Semi-Detached House,2021,Resale,11,2021,1,Freehold,188,CHIJ PRIMARY (TOA PAYOH),0.821011344,MOUNT PLEASANT MRT STATION,0.507447728,0,2175.4,1
N.A.,9 HAIG LANE,5800000,1315,29/7/2021,Semi-Detached House,2021,Resale,15,2021,1,Freehold,188,KONG HWA SCHOOL,1.178594108,MARINE PARADE MRT STATION,1.001717027,0,4410.01,2
